date,transaction_id,store_id,product_category,units_sold,unit_price,cost_per_unit,store_name,city,region,store_size_sqft,opening_date,revenue,cost,profit
30-08-2023,2835,1035,Sports,4,749.31,896.37,Store_1035,Pune,West,1378,17-11-2023,2997.24,3585.48,-588.24
20-03-2023,2836,1034,Electronics,15,630.51,705.36,Store_1034,Hyderabad,South,3336,06-08-2019,9457.65,10580.4,-1122.75
19-10-2023,2837,1022,Electronics,16,803.7,363.5,Store_1022,Delhi,West,2367,18-01-2023,12859.2,5816,7043.2
18-06-2023,2838,1031,Groceries,4,1839.55,383.92,Store_1031,Bangalore,North,1391,07-12-2021,7358.2,1535.68,5822.52
15-08-2023,2839,1023,Electronics,17,767.67,958.54,Store_1023,Hyderabad,West,2152,24-01-2019,13050.39,16295.18,-3244.79
11-02-2023,2840,1019,Electronics,11,1838.1,116.68,Store_1019,Mumbai,North,4928,26-07-2015,20219.1,1283.48,18935.62
06-06-2023,2841,1004,Clothing,5,875.51,668.36,Store_1004,Kolkata,North,1337,24-06-2022,4377.55,3341.8,1035.75
25-12-2023,2842,1024,Electronics,13,1716.8,798.96,Store_1024,Mumbai,South,3027,13-05-2017,22318.4,10386.48,11931.92
25-01-2023,2843,1020,Electronics,12,1067.41,482.97,Store_1020,Hyderabad,West,4910,04-11-2017,12808.92,5795.64,7013.28
15-03-2023,2844,1039,Clothing,3,657.14,1236.21,Store_1039,Hyderabad,West,4065,29-03-2018,1971.42,3708.63,-1737.21
08-02-2023,2845,1028,Electronics,4,926.23,113.45,Store_1028,Delhi,South,2162,06-04-2015,3704.92,453.8,3251.12
08-06-2023,2846,1039,Electronics,10,877.54,1302.7,Store_1039,Hyderabad,West,4065,29-03-2018,8775.4,13027,-4251.6
14-01-2023,2847,1017,Groceries,9,556.83,1093.2,Store_1017,Pune,East,4884,13-10-2022,5011.47,9838.8,-4827.33
27-11-2023,2848,1019,Electronics,10,614.8,685.99,Store_1019,Mumbai,North,4928,26-07-2015,6148,6859.9,-711.9
23-04-2023,2849,1048,Electronics,13,413.59,1388.97,Store_1048,Hyderabad,North,4119,17-05-2022,5376.67,18056.61,-12679.94
03-09-2023,2850,1035,Groceries,1,705.2,1062.29,Store_1035,Pune,West,1378,17-11-2023,705.2,1062.29,-357.09
30-07-2023,2851,1032,Clothing,12,1267.59,1398.64,Store_1032,Mumbai,East,2698,28-03-2021,15211.08,16783.68,-1572.6
11-06-2023,2852,1047,Electronics,11,803.79,724.71,Store_1047,Mumbai,West,4104,19-05-2023,8841.69,7971.81,869.88
25-06-2023,2853,1046,Sports,8,1439.03,695.87,Store_1046,Delhi,East,3977,17-05-2019,11512.24,5566.96,5945.28
09-01-2023,2854,1047,Clothing,14,1974.61,810.19,Store_1047,Mumbai,West,4104,19-05-2023,27644.54,11342.66,16301.88
15-04-2023,2855,1046,Clothing,14,785.35,126.18,Store_1046,Delhi,East,3977,17-05-2019,10994.9,1766.52,9228.38
18-03-2023,2856,1039,Electronics,17,952.15,1365.49,Store_1039,Hyderabad,West,4065,29-03-2018,16186.55,23213.33,-7026.78
15-01-2024,2857,1035,Groceries,19,370.01,1011.54,Store_1035,Pune,West,1378,17-11-2023,7030.19,19219.26,-12189.07
14-07-2023,2858,1030,Clothing,17,814.82,937.85,Store_1030,Bangalore,South,3640,24-10-2019,13851.94,15943.45,-2091.51
11-11-2023,2859,1017,Groceries,6,1467.32,1391.9,Store_1017,Pune,East,4884,13-10-2022,8803.92,8351.4,452.52
18-11-2023,2860,1042,Sports,14,473.94,1490.65,Store_1042,Bangalore,West,3182,25-12-2019,6635.16,20869.1,-14233.94
02-02-2023,2861,1047,Groceries,18,405.01,270.19,Store_1047,Mumbai,West,4104,19-05-2023,7290.18,4863.42,2426.76
12-05-2023,2862,1029,Furniture,17,783.93,1131.03,Store_1029,Delhi,West,2522,07-04-2020,13326.81,19227.51,-5900.7
09-03-2023,2863,1006,Groceries,6,1646.37,882.52,Store_1006,Mumbai,North,2076,05-08-2022,9878.22,5295.12,4583.1
17-01-2023,2864,1017,Clothing,5,1266.13,707.67,Store_1017,Pune,East,4884,13-10-2022,6330.65,3538.35,2792.3
09-09-2023,2865,1017,Groceries,13,1917.28,1467.09,Store_1017,Pune,East,4884,13-10-2022,24924.64,19072.17,5852.47
26-09-2023,2866,1014,Groceries,16,1813.85,1279.89,Store_1014,Kolkata,North,4112,15-09-2022,29021.6,20478.24,8543.36
24-09-2023,2867,1024,Furniture,9,344.72,1054.22,Store_1024,Mumbai,South,3027,13-05-2017,3102.48,9487.98,-6385.5
17-06-2023,2868,1050,Furniture,12,132.98,592.53,Store_1050,Hyderabad,West,3454,17-11-2017,1595.76,7110.36,-5514.6
13-04-2023,2869,1037,Electronics,10,828.23,1009.08,Store_1037,Pune,South,4561,25-11-2017,8282.3,10090.8,-1808.5
06-04-2023,2870,1040,Clothing,13,1068.05,811.59,Store_1040,Hyderabad,South,3088,19-09-2019,13884.65,10550.67,3333.98
19-03-2023,2871,1039,Electronics,19,1055.36,396.57,Store_1039,Hyderabad,West,4065,29-03-2018,20051.84,7534.83,12517.01
29-11-2023,2872,1032,Furniture,16,311.51,692.06,Store_1032,Mumbai,East,2698,28-03-2021,4984.16,11072.96,-6088.8
25-03-2023,2873,1036,Groceries,17,293.39,341.95,Store_1036,Pune,South,2796,24-06-2016,4987.63,5813.15,-825.52
17-08-2023,2874,1050,Furniture,16,141.38,765.62,Store_1050,Hyderabad,West,3454,17-11-2017,2262.08,12249.92,-9987.84
28-01-2024,2875,1037,Sports,14,1709.18,1088.75,Store_1037,Pune,South,4561,25-11-2017,23928.52,15242.5,8686.02
14-07-2023,2876,1048,Groceries,16,1898.1,83.87,Store_1048,Hyderabad,North,4119,17-05-2022,30369.6,1341.92,29027.68
25-01-2024,2877,1014,Electronics,15,275.59,1155.11,Store_1014,Kolkata,North,4112,15-09-2022,4133.85,17326.65,-13192.8
29-06-2023,2878,1027,Groceries,12,465.59,59.39,Store_1027,Hyderabad,South,4134,17-10-2017,5587.08,712.68,4874.4
22-10-2023,2879,1019,Sports,5,225.23,790.4,Store_1019,Mumbai,North,4928,26-07-2015,1126.15,3952,-2825.85
07-11-2023,2880,1031,Furniture,11,1761.13,873.01,Store_1031,Bangalore,North,1391,07-12-2021,19372.43,9603.11,9769.32
01-03-2023,2881,1046,Clothing,5,1919.48,1149.03,Store_1046,Delhi,East,3977,17-05-2019,9597.4,5745.15,3852.25
23-08-2023,2882,1009,Clothing,11,560.5,1148.71,Store_1009,Bangalore,West,3264,14-04-2022,6165.5,12635.81,-6470.31
07-11-2023,2883,1038,Clothing,2,641.99,643.66,Store_1038,Bangalore,South,3278,16-01-2022,1283.98,1287.32,-3.34
17-03-2023,2884,1017,Furniture,19,757.21,127.57,Store_1017,Pune,East,4884,13-10-2022,14386.99,2423.83,11963.16
17-02-2023,2885,1019,Clothing,17,1029.8,1049.45,Store_1019,Mumbai,North,4928,26-07-2015,17506.6,17840.65,-334.05
01-10-2023,2886,1044,Sports,19,1380.8,781.15,Store_1044,Bangalore,West,2863,22-06-2022,26235.2,14841.85,11393.35
21-04-2023,2887,1004,Furniture,12,1033.56,519.6,Store_1004,Kolkata,North,1337,24-06-2022,12402.72,6235.2,6167.52
26-05-2023,2888,1048,Clothing,5,1904.45,375.26,Store_1048,Hyderabad,North,4119,17-05-2022,9522.25,1876.3,7645.95
23-12-2023,2889,1011,Electronics,12,244.79,206.04,Store_1011,Hyderabad,West,3235,14-05-2022,2937.48,2472.48,465
30-03-2023,2890,1022,Furniture,16,1607.28,463.86,Store_1022,Delhi,West,2367,18-01-2023,25716.48,7421.76,18294.72
17-06-2023,2891,1004,Furniture,1,702.24,703.98,Store_1004,Kolkata,North,1337,24-06-2022,702.24,703.98,-1.74
16-05-2023,2892,1017,Groceries,2,786.22,732.09,Store_1017,Pune,East,4884,13-10-2022,1572.44,1464.18,108.26
17-03-2023,2893,1008,Clothing,10,1432.22,886.63,Store_1008,Bangalore,West,4993,18-08-2017,14322.2,8866.3,5455.9
03-03-2023,2894,1046,Electronics,2,1862.29,562.83,Store_1046,Delhi,East,3977,17-05-2019,3724.58,1125.66,2598.92
04-04-2023,2895,1034,Sports,10,1446.59,1382.25,Store_1034,Hyderabad,South,3336,06-08-2019,14465.9,13822.5,643.4
16-05-2023,2896,1011,Furniture,18,1562.93,758.93,Store_1011,Hyderabad,West,3235,14-05-2022,28132.74,13660.74,14472
19-10-2023,2897,1031,Sports,1,1514.02,652.88,Store_1031,Bangalore,North,1391,07-12-2021,1514.02,652.88,861.14
04-08-2023,2898,1011,Sports,5,675.91,100.81,Store_1011,Hyderabad,West,3235,14-05-2022,3379.55,504.05,2875.5
11-05-2023,2899,1038,Sports,12,1526.01,910.55,Store_1038,Bangalore,South,3278,16-01-2022,18312.12,10926.6,7385.52
28-03-2023,2900,1021,Groceries,17,1579.82,916.22,Store_1021,Kolkata,South,3568,25-02-2020,26856.94,15575.74,11281.2
15-01-2023,2901,1046,Sports,19,1090.13,887.44,Store_1046,Delhi,East,3977,17-05-2019,20712.47,16861.36,3851.11
17-02-2023,2902,1030,Clothing,18,1096.67,1334.77,Store_1030,Bangalore,South,3640,24-10-2019,19740.06,24025.86,-4285.8
10-03-2023,2903,1010,Clothing,13,1531.46,1151.46,Store_1010,Kolkata,East,1763,25-01-2019,19908.98,14968.98,4940
16-06-2023,2904,1026,Electronics,3,1643.21,1305.09,Store_1026,Kolkata,South,2495,17-07-2016,4929.63,3915.27,1014.36
21-05-2023,2905,1027,Electronics,10,707.53,117.35,Store_1027,Hyderabad,South,4134,17-10-2017,7075.3,1173.5,5901.8
02-10-2023,2906,1008,Sports,14,1613.05,497.65,Store_1008,Bangalore,West,4993,18-08-2017,22582.7,6967.1,15615.6
23-11-2023,2907,1039,Sports,8,1637.71,498.51,Store_1039,Hyderabad,West,4065,29-03-2018,13101.68,3988.08,9113.6
01-01-2023,2908,1008,Groceries,10,506.54,995.86,Store_1008,Bangalore,West,4993,18-08-2017,5065.4,9958.6,-4893.2
17-05-2023,2909,1008,Sports,2,1448.05,689.46,Store_1008,Bangalore,West,4993,18-08-2017,2896.1,1378.92,1517.18
01-10-2023,2910,1034,Sports,13,413.74,1172.88,Store_1034,Hyderabad,South,3336,06-08-2019,5378.62,15247.44,-9868.82
12-02-2024,2911,1016,Sports,5,231.45,595.11,Store_1016,Hyderabad,East,3062,20-05-2017,1157.25,2975.55,-1818.3
25-07-2023,2912,1041,Furniture,11,1170.36,355.76,Store_1041,Delhi,East,4099,24-08-2023,12873.96,3913.36,8960.6
19-04-2023,2913,1013,Furniture,1,1821.87,457.7,Store_1013,Pune,West,1492,17-05-2016,1821.87,457.7,1364.17
04-09-2023,2914,1023,Groceries,10,119.15,298.23,Store_1023,Hyderabad,West,2152,24-01-2019,1191.5,2982.3,-1790.8
17-05-2023,2915,1012,Groceries,13,1661.68,320.9,Store_1012,Bangalore,East,1379,25-10-2017,21601.84,4171.7,17430.14
14-11-2023,2916,1027,Clothing,4,1037.62,348.75,Store_1027,Hyderabad,South,4134,17-10-2017,4150.48,1395,2755.48
08-02-2023,2917,1022,Groceries,10,1728.75,53.66,Store_1022,Delhi,West,2367,18-01-2023,17287.5,536.6,16750.9
25-03-2023,2918,1032,Clothing,12,1694.78,1082.65,Store_1032,Mumbai,East,2698,28-03-2021,20337.36,12991.8,7345.56
02-03-2023,2919,1049,Sports,14,1756.81,617.42,Store_1049,Delhi,South,1502,06-03-2017,24595.34,8643.88,15951.46
20-08-2023,2920,1027,Groceries,3,1549.3,63.33,Store_1027,Hyderabad,South,4134,17-10-2017,4647.9,189.99,4457.91
18-03-2023,2921,1002,Groceries,2,1693.84,573.91,Store_1002,Kolkata,South,3767,15-03-2017,3387.68,1147.82,2239.86
01-01-2024,2922,1045,Groceries,19,393.25,1360.89,Store_1045,Kolkata,South,1779,17-02-2022,7471.75,25856.91,-18385.16
27-09-2023,2923,1033,Clothing,11,642.51,781.53,Store_1033,Hyderabad,South,1418,28-08-2022,7067.61,8596.83,-1529.22
08-02-2023,2924,1026,Clothing,7,522.85,1480.53,Store_1026,Kolkata,South,2495,17-07-2016,3659.95,10363.71,-6703.76
04-06-2023,2925,1028,Electronics,18,1497.74,823.74,Store_1028,Delhi,South,2162,06-04-2015,26959.32,14827.32,12132
07-02-2024,2926,1019,Clothing,14,349.6,1445.31,Store_1019,Mumbai,North,4928,26-07-2015,4894.4,20234.34,-15339.94
13-02-2023,2927,1043,Clothing,7,405.34,326.65,Store_1043,Kolkata,East,1200,10-03-2022,2837.38,2286.55,550.83
28-08-2023,2928,1005,Furniture,7,1763.98,456.2,Store_1005,Kolkata,South,1878,10-03-2020,12347.86,3193.4,9154.46
21-03-2023,2929,1033,Groceries,9,1426.47,1058.96,Store_1033,Hyderabad,South,1418,28-08-2022,12838.23,9530.64,3307.59
07-02-2024,2930,1020,Clothing,12,1756.99,1480.63,Store_1020,Hyderabad,West,4910,04-11-2017,21083.88,17767.56,3316.32
18-10-2023,2931,1030,Groceries,6,321.74,1243.19,Store_1030,Bangalore,South,3640,24-10-2019,1930.44,7459.14,-5528.7
22-10-2023,2932,1045,Groceries,7,828.01,843.95,Store_1045,Kolkata,South,1779,17-02-2022,5796.07,5907.65,-111.58
04-02-2024,2933,1008,Furniture,4,602.14,155.17,Store_1008,Bangalore,West,4993,18-08-2017,2408.56,620.68,1787.88
23-05-2023,2934,1038,Groceries,16,68.88,565.64,Store_1038,Bangalore,South,3278,16-01-2022,1102.08,9050.24,-7948.16
19-01-2023,2935,1017,Clothing,7,604.82,157.05,Store_1017,Pune,East,4884,13-10-2022,4233.74,1099.35,3134.39
17-09-2023,2936,1044,Groceries,8,790.19,487.58,Store_1044,Bangalore,West,2863,22-06-2022,6321.52,3900.64,2420.88
13-07-2023,2937,1001,Electronics,8,229.83,410.42,Store_1001,Hyderabad,South,4796,18-10-2019,1838.64,3283.36,-1444.72
27-11-2023,2938,1003,Electronics,3,1154.65,601.18,Store_1003,Bangalore,South,4820,16-11-2020,3463.95,1803.54,1660.41
23-11-2023,2939,1046,Furniture,9,797.19,1260.8,Store_1046,Delhi,East,3977,17-05-2019,7174.71,11347.2,-4172.49
26-01-2024,2940,1026,Clothing,19,140.6,251.05,Store_1026,Kolkata,South,2495,17-07-2016,2671.4,4769.95,-2098.55
13-11-2023,2941,1031,Furniture,13,1422.76,479.91,Store_1031,Bangalore,North,1391,07-12-2021,18495.88,6238.83,12257.05
05-07-2023,2942,1008,Electronics,7,1472.1,413.84,Store_1008,Bangalore,West,4993,18-08-2017,10304.7,2896.88,7407.82
02-10-2023,2943,1043,Clothing,15,1677.22,465.33,Store_1043,Kolkata,East,1200,10-03-2022,25158.3,6979.95,18178.35
29-01-2024,2944,1046,Groceries,19,996.8,560.12,Store_1046,Delhi,East,3977,17-05-2019,18939.2,10642.28,8296.92
07-04-2023,2945,1008,Clothing,2,1938.88,389.14,Store_1008,Bangalore,West,4993,18-08-2017,3877.76,778.28,3099.48
19-09-2023,2946,1035,Sports,12,1832.43,1415.59,Store_1035,Pune,West,1378,17-11-2023,21989.16,16987.08,5002.08
07-02-2023,2947,1039,Clothing,8,1125.14,647.55,Store_1039,Hyderabad,West,4065,29-03-2018,9001.12,5180.4,3820.72
30-06-2023,2948,1028,Groceries,8,917.66,197.75,Store_1028,Delhi,South,2162,06-04-2015,7341.28,1582,5759.28
17-06-2023,2949,1004,Sports,13,55.92,717.46,Store_1004,Kolkata,North,1337,24-06-2022,726.96,9326.98,-8600.02
04-10-2023,2950,1016,Furniture,1,1436.44,301.11,Store_1016,Hyderabad,East,3062,20-05-2017,1436.44,301.11,1135.33
01-04-2023,2951,1013,Clothing,10,1151.66,347.71,Store_1013,Pune,West,1492,17-05-2016,11516.6,3477.1,8039.5
01-04-2023,2952,1020,Furniture,9,1878.21,449.01,Store_1020,Hyderabad,West,4910,04-11-2017,16903.89,4041.09,12862.8
25-08-2023,2953,1005,Clothing,2,1208.75,213.4,Store_1005,Kolkata,South,1878,10-03-2020,2417.5,426.8,1990.7
21-09-2023,2954,1037,Electronics,19,1986.07,1090.04,Store_1037,Pune,South,4561,25-11-2017,37735.33,20710.76,17024.57
13-12-2023,2955,1020,Electronics,14,1714.95,1194.16,Store_1020,Hyderabad,West,4910,04-11-2017,24009.3,16718.24,7291.06
01-12-2023,2956,1024,Groceries,10,1909.52,609.6,Store_1024,Mumbai,South,3027,13-05-2017,19095.2,6096,12999.2
10-10-2023,2957,1036,Electronics,10,688.94,1042.82,Store_1036,Pune,South,2796,24-06-2016,6889.4,10428.2,-3538.8
02-02-2023,2958,1034,Sports,8,341.21,601.76,Store_1034,Hyderabad,South,3336,06-08-2019,2729.68,4814.08,-2084.4
13-09-2023,2959,1045,Sports,14,1603.9,271.19,Store_1045,Kolkata,South,1779,17-02-2022,22454.6,3796.66,18657.94
22-09-2023,2960,1048,Clothing,13,1583.08,613.84,Store_1048,Hyderabad,North,4119,17-05-2022,20580.04,7979.92,12600.12
11-04-2023,2961,1034,Furniture,6,462.33,848.77,Store_1034,Hyderabad,South,3336,06-08-2019,2773.98,5092.62,-2318.64
10-01-2024,2962,1019,Sports,13,1541.25,90.26,Store_1019,Mumbai,North,4928,26-07-2015,20036.25,1173.38,18862.87
23-06-2023,2963,1017,Clothing,3,1184.85,992.09,Store_1017,Pune,East,4884,13-10-2022,3554.55,2976.27,578.28
23-08-2023,2964,1005,Furniture,13,263.57,1121.63,Store_1005,Kolkata,South,1878,10-03-2020,3426.41,14581.19,-11154.78
22-03-2023,2965,1025,Electronics,19,1028.48,1294.16,Store_1025,Pune,South,3695,22-08-2022,19541.12,24589.04,-5047.92
08-06-2023,2966,1018,Clothing,16,1865.72,181.07,Store_1018,Pune,South,1064,28-01-2016,29851.52,2897.12,26954.4
25-10-2023,2967,1050,Furniture,4,1037.59,30.14,Store_1050,Hyderabad,West,3454,17-11-2017,4150.36,120.56,4029.8
31-01-2024,2968,1008,Groceries,3,1587.96,137.7,Store_1008,Bangalore,West,4993,18-08-2017,4763.88,413.1,4350.78
15-05-2023,2969,1027,Groceries,15,106.37,1388.45,Store_1027,Hyderabad,South,4134,17-10-2017,1595.55,20826.75,-19231.2
09-04-2023,2970,1015,Sports,15,1469.76,1155.37,Store_1015,Mumbai,West,2180,02-02-2016,22046.4,17330.55,4715.85
22-03-2023,2971,1045,Furniture,18,1896.33,1258.09,Store_1045,Kolkata,South,1779,17-02-2022,34133.94,22645.62,11488.32
23-12-2023,2972,1013,Groceries,7,1024.08,790.01,Store_1013,Pune,West,1492,17-05-2016,7168.56,5530.07,1638.49
24-07-2023,2973,1016,Sports,5,708.53,804.28,Store_1016,Hyderabad,East,3062,20-05-2017,3542.65,4021.4,-478.75
18-08-2023,2974,1022,Clothing,8,1310.97,468.8,Store_1022,Delhi,West,2367,18-01-2023,10487.76,3750.4,6737.36
09-02-2023,2975,1020,Clothing,10,1836.71,1268.85,Store_1020,Hyderabad,West,4910,04-11-2017,18367.1,12688.5,5678.6
03-02-2024,2976,1013,Furniture,1,394.7,1249.76,Store_1013,Pune,West,1492,17-05-2016,394.7,1249.76,-855.06
01-03-2023,2977,1020,Furniture,11,837.2,606.49,Store_1020,Hyderabad,West,4910,04-11-2017,9209.2,6671.39,2537.81
19-11-2023,2978,1002,Furniture,3,354.77,514.02,Store_1002,Kolkata,South,3767,15-03-2017,1064.31,1542.06,-477.75
22-07-2023,2979,1035,Furniture,3,1018.48,1115.41,Store_1035,Pune,West,1378,17-11-2023,3055.44,3346.23,-290.79
15-01-2023,2980,1047,Groceries,15,1103.82,68.47,Store_1047,Mumbai,West,4104,19-05-2023,16557.3,1027.05,15530.25
16-01-2023,2981,1019,Groceries,17,1891.2,1294.12,Store_1019,Mumbai,North,4928,26-07-2015,32150.4,22000.04,10150.36
11-02-2024,2982,1045,Sports,18,854.4,685.98,Store_1045,Kolkata,South,1779,17-02-2022,15379.2,12347.64,3031.56
20-12-2023,2983,1037,Groceries,8,1155.57,678.78,Store_1037,Pune,South,4561,25-11-2017,9244.56,5430.24,3814.32
06-01-2023,2984,1006,Clothing,13,1776.26,1013.54,Store_1006,Mumbai,North,2076,05-08-2022,23091.38,13176.02,9915.36
15-01-2023,2985,1014,Sports,10,676.74,979.25,Store_1014,Kolkata,North,4112,15-09-2022,6767.4,9792.5,-3025.1
25-07-2023,2986,1004,Groceries,3,1364.62,420.98,Store_1004,Kolkata,North,1337,24-06-2022,4093.86,1262.94,2830.92
09-02-2024,2987,1022,Furniture,14,1526.47,1416.62,Store_1022,Delhi,West,2367,18-01-2023,21370.58,19832.68,1537.9
25-05-2023,2988,1039,Groceries,13,694.53,1479.91,Store_1039,Hyderabad,West,4065,29-03-2018,9028.89,19238.83,-10209.94
09-03-2023,2989,1036,Electronics,3,370.47,803.2,Store_1036,Pune,South,2796,24-06-2016,1111.41,2409.6,-1298.19
31-01-2024,2990,1034,Sports,13,1030.67,855.23,Store_1034,Hyderabad,South,3336,06-08-2019,13398.71,11117.99,2280.72
04-10-2023,2991,1027,Groceries,9,745.76,844.85,Store_1027,Hyderabad,South,4134,17-10-2017,6711.84,7603.65,-891.81
28-07-2023,2992,1007,Groceries,16,569.6,744.11,Store_1007,Bangalore,South,1791,20-04-2019,9113.6,11905.76,-2792.16
24-01-2024,2993,1003,Clothing,8,1948.17,1419.42,Store_1003,Bangalore,South,4820,16-11-2020,15585.36,11355.36,4230
05-10-2023,2994,1047,Furniture,12,1029.2,389.79,Store_1047,Mumbai,West,4104,19-05-2023,12350.4,4677.48,7672.92
25-09-2023,2995,1033,Furniture,12,1720.13,188.7,Store_1033,Hyderabad,South,1418,28-08-2022,20641.56,2264.4,18377.16
13-05-2023,2996,1002,Clothing,19,430.87,1396.43,Store_1002,Kolkata,South,3767,15-03-2017,8186.53,26532.17,-18345.64
09-06-2023,2997,1042,Clothing,17,1881.91,343.17,Store_1042,Bangalore,West,3182,25-12-2019,31992.47,5833.89,26158.58
01-12-2023,2998,1016,Electronics,15,1599.14,1131.26,Store_1016,Hyderabad,East,3062,20-05-2017,23987.1,16968.9,7018.2
31-03-2023,2999,1025,Sports,18,1626.95,329.69,Store_1025,Pune,South,3695,22-08-2022,29285.1,5934.42,23350.68
28-01-2024,3000,1015,Furniture,7,810.04,1441.47,Store_1015,Mumbai,West,2180,02-02-2016,5670.28,10090.29,-4420.01
15-10-2023,3001,1024,Clothing,13,996.99,1192.95,Store_1024,Mumbai,South,3027,13-05-2017,12960.87,15508.35,-2547.48
29-04-2023,3002,1015,Clothing,19,1207.04,1380.52,Store_1015,Mumbai,West,2180,02-02-2016,22933.76,26229.88,-3296.12
18-01-2024,3003,1031,Sports,16,1590.04,1427.95,Store_1031,Bangalore,North,1391,07-12-2021,25440.64,22847.2,2593.44
17-04-2023,3004,1014,Clothing,11,1705.66,154.1,Store_1014,Kolkata,North,4112,15-09-2022,18762.26,1695.1,17067.16
24-02-2023,3005,1014,Electronics,5,202.19,667.08,Store_1014,Kolkata,North,4112,15-09-2022,1010.95,3335.4,-2324.45
04-01-2024,3006,1006,Sports,2,1812.92,982.71,Store_1006,Mumbai,North,2076,05-08-2022,3625.84,1965.42,1660.42
21-04-2023,3007,1014,Electronics,1,1878.12,1209.61,Store_1014,Kolkata,North,4112,15-09-2022,1878.12,1209.61,668.51
05-06-2023,3008,1017,Groceries,16,1206.13,384.96,Store_1017,Pune,East,4884,13-10-2022,19298.08,6159.36,13138.72
16-09-2023,3009,1018,Furniture,5,414.16,1374.47,Store_1018,Pune,South,1064,28-01-2016,2070.8,6872.35,-4801.55
12-05-2023,3010,1020,Clothing,7,1645.91,354.84,Store_1020,Hyderabad,West,4910,04-11-2017,11521.37,2483.88,9037.49
17-02-2023,3011,1017,Sports,9,1119.75,1303.28,Store_1017,Pune,East,4884,13-10-2022,10077.75,11729.52,-1651.77
19-12-2023,3012,1016,Electronics,4,1643.53,783.69,Store_1016,Hyderabad,East,3062,20-05-2017,6574.12,3134.76,3439.36
13-03-2023,3013,1040,Furniture,19,1638.88,787.67,Store_1040,Hyderabad,South,3088,19-09-2019,31138.72,14965.73,16172.99
01-06-2023,3014,1039,Furniture,15,219.12,579.79,Store_1039,Hyderabad,West,4065,29-03-2018,3286.8,8696.85,-5410.05
14-05-2023,3015,1032,Clothing,7,1233.69,182.15,Store_1032,Mumbai,East,2698,28-03-2021,8635.83,1275.05,7360.78
30-09-2023,3016,1044,Furniture,18,992.13,540.22,Store_1044,Bangalore,West,2863,22-06-2022,17858.34,9723.96,8134.38
09-02-2024,3017,1009,Clothing,5,1894.93,657.3,Store_1009,Bangalore,West,3264,14-04-2022,9474.65,3286.5,6188.15
20-01-2023,3018,1027,Groceries,13,628.45,734.16,Store_1027,Hyderabad,South,4134,17-10-2017,8169.85,9544.08,-1374.23
17-11-2023,3019,1046,Clothing,3,451.7,1116.47,Store_1046,Delhi,East,3977,17-05-2019,1355.1,3349.41,-1994.31
18-01-2024,3020,1033,Electronics,6,1799.32,547.54,Store_1033,Hyderabad,South,1418,28-08-2022,10795.92,3285.24,7510.68
20-02-2023,3021,1010,Furniture,12,340,627.69,Store_1010,Kolkata,East,1763,25-01-2019,4080,7532.28,-3452.28
23-03-2023,3022,1017,Furniture,18,1388.71,1361.96,Store_1017,Pune,East,4884,13-10-2022,24996.78,24515.28,481.5
24-01-2023,3023,1049,Furniture,18,635.04,1136.27,Store_1049,Delhi,South,1502,06-03-2017,11430.72,20452.86,-9022.14
06-02-2023,3024,1049,Clothing,4,1157.3,63.6,Store_1049,Delhi,South,1502,06-03-2017,4629.2,254.4,4374.8
18-07-2023,3025,1036,Sports,14,1251.63,1223.77,Store_1036,Pune,South,2796,24-06-2016,17522.82,17132.78,390.04
02-09-2023,3026,1017,Clothing,14,863.87,1485.22,Store_1017,Pune,East,4884,13-10-2022,12094.18,20793.08,-8698.9
18-10-2023,3027,1018,Electronics,1,1951.18,1411.46,Store_1018,Pune,South,1064,28-01-2016,1951.18,1411.46,539.72
26-10-2023,3028,1023,Clothing,11,307.07,1258.86,Store_1023,Hyderabad,West,2152,24-01-2019,3377.77,13847.46,-10469.69
27-11-2023,3029,1034,Furniture,9,813.23,954.89,Store_1034,Hyderabad,South,3336,06-08-2019,7319.07,8594.01,-1274.94
11-08-2023,3030,1008,Groceries,18,889.27,438.94,Store_1008,Bangalore,West,4993,18-08-2017,16006.86,7900.92,8105.94
30-10-2023,3031,1013,Electronics,5,1280.54,992.01,Store_1013,Pune,West,1492,17-05-2016,6402.7,4960.05,1442.65
13-02-2024,3032,1023,Groceries,10,844.16,1052.52,Store_1023,Hyderabad,West,2152,24-01-2019,8441.6,10525.2,-2083.6
05-12-2023,3033,1020,Electronics,15,239.22,443.89,Store_1020,Hyderabad,West,4910,04-11-2017,3588.3,6658.35,-3070.05
13-04-2023,3034,1022,Electronics,10,1897.49,405.33,Store_1022,Delhi,West,2367,18-01-2023,18974.9,4053.3,14921.6
07-07-2023,3035,1047,Furniture,16,861.35,613.48,Store_1047,Mumbai,West,4104,19-05-2023,13781.6,9815.68,3965.92
23-03-2023,3036,1023,Clothing,4,718.21,972.49,Store_1023,Hyderabad,West,2152,24-01-2019,2872.84,3889.96,-1017.12
28-04-2023,3037,1041,Furniture,4,921.11,460.8,Store_1041,Delhi,East,4099,24-08-2023,3684.44,1843.2,1841.24
04-10-2023,3038,1035,Furniture,8,472.36,846.83,Store_1035,Pune,West,1378,17-11-2023,3778.88,6774.64,-2995.76
09-06-2023,3039,1003,Furniture,6,245.43,1351.88,Store_1003,Bangalore,South,4820,16-11-2020,1472.58,8111.28,-6638.7
28-05-2023,3040,1034,Groceries,11,339.73,463.8,Store_1034,Hyderabad,South,3336,06-08-2019,3737.03,5101.8,-1364.77
