date,transaction_id,store_id,product_category,units_sold,unit_price,cost_per_unit
2024-01-09 14:00:00,1131,1008,Electronics,10,809.4,260.53
2023-04-02 14:00:00,1132,1014,Electronics,5,769.39,760.69
2023-06-26 18:00:00,1133,1033,Groceries,12,1360.45,485.97
2023-06-03 23:00:00,1134,1023,Groceries,15,225.99,861.97
2023-05-24 20:00:00,1135,1021,Clothing,4,450.81,716.06
2024-01-15 10:00:00,1136,1012,Electronics,8,440.97,1043.55
2023-02-24 12:00:00,1137,1002,Sports,17,261.43,1374.01
2023-06-24 01:00:00,1138,1013,Clothing,6,454.81,324.76
2023-12-29 17:00:00,1139,1004,Furniture,16,1233.77,1237.13
2023-10-13 12:00:00,1140,1020,Electronics,5,1477.73,1425.42
2023-09-09 11:00:00,1141,1050,Groceries,14,1337.59,579.21
2023-05-30 18:00:00,1142,1048,Electronics,2,976.62,197.08
2023-07-21 17:00:00,1143,1014,Electronics,17,152.25,1238.21
2023-02-28 17:00:00,1144,1030,Electronics,6,1920.06,1060.61
2023-07-10 06:00:00,1145,1029,Electronics,11,377.75,342.69
2023-07-07 03:00:00,1146,1008,Furniture,2,1353.42,684.48
2023-03-06 19:00:00,1147,1012,Groceries,1,1830.14,879.65
2023-02-03 12:00:00,1148,1041,Electronics,5,1410.67,279.69
2023-02-23 07:00:00,1149,1038,Furniture,8,475.2,1080.92
2023-10-23 03:00:00,1150,1026,Clothing,4,665.8,1044.13
2023-09-07 10:00:00,1151,1050,Electronics,19,108.9,1334.08
2023-08-23 03:00:00,1152,1002,Furniture,5,1244.88,863.89
2023-02-27 19:00:00,1153,1040,Sports,5,1245.34,874.24
2023-04-22 15:00:00,1154,1014,Clothing,16,1464.73,940.5
2023-03-29 18:00:00,1155,1006,Groceries,18,71.44,432.46
2023-12-07 13:00:00,1156,1042,Electronics,11,1644.79,1145.15
2023-06-25 23:00:00,1157,1040,Electronics,17,1490.49,1003.87
2023-07-21 07:00:00,1158,1031,Furniture,3,324.73,1263.54
2023-04-26 08:00:00,1159,1017,Groceries,18,727.87,1159.82
2023-05-13 18:00:00,1160,1025,Sports,4,1295.12,968.7
2023-04-18 05:00:00,1161,1032,Clothing,19,1016.8,266.51
2023-04-19 07:00:00,1162,1012,Groceries,9,274.43,1381.15
2023-06-18 01:00:00,1163,1049,Electronics,5,220.32,569.8
2023-12-18 04:00:00,1164,1013,Furniture,4,1573.84,1447.52
2023-02-24 08:00:00,1165,1019,Sports,16,354.14,620.75
2023-11-04 00:00:00,1166,1044,Furniture,10,385.58,244.53
2023-09-02 21:00:00,1167,1048,Clothing,9,1670.3,1330.71
2023-02-24 05:00:00,1168,1025,Groceries,16,1243.67,1198.74
2023-04-16 21:00:00,1169,1031,Furniture,17,1229.2,1185.86
2023-03-27 11:00:00,1170,1037,Furniture,18,984.72,161.43
2023-10-11 17:00:00,1171,1025,Electronics,15,1159.54,1322.54
2023-12-26 17:00:00,1172,1016,Furniture,9,1223.45,906.71
2024-01-10 20:00:00,1173,1038,Sports,6,1937.26,721.42
2023-01-04 02:00:00,1174,1043,Groceries,6,484.8,1372.36
2023-10-18 21:00:00,1175,1049,Clothing,11,468.4,1009.08
2023-08-17 03:00:00,1176,1023,Furniture,3,161.58,225.56
2023-12-10 00:00:00,1177,1014,Sports,12,1333.49,793.72
2023-10-27 08:00:00,1178,1006,Clothing,15,1120.63,965.83
2023-08-30 12:00:00,1179,1025,Sports,7,266.92,1350.87
2023-10-25 13:00:00,1180,1023,Furniture,18,760.85,441.44
2023-03-09 14:00:00,1181,1043,Furniture,15,398.39,1197.52
2023-12-02 01:00:00,1182,1012,Groceries,8,696.39,1205.72
2023-01-15 05:00:00,1183,1013,Electronics,9,1904.97,218.23
2023-03-28 10:00:00,1184,1036,Sports,15,1382.47,55.33
2023-11-30 00:00:00,1185,1039,Electronics,16,64.76,884.67
2023-01-27 21:00:00,1186,1034,Electronics,3,542.39,1190.53
2023-06-27 15:00:00,1187,1006,Clothing,5,70.21,845.01
2024-01-02 17:00:00,1188,1038,Clothing,3,1443.99,1225.62
2023-09-13 16:00:00,1189,1050,Sports,2,965.37,944.79
2023-12-27 06:00:00,1190,1040,Electronics,2,1988.34,990.34
2024-02-17 12:00:00,1191,1008,Groceries,4,1480.49,71.39
2023-05-04 17:00:00,1192,1008,Electronics,3,1059.93,160.24
2023-05-07 04:00:00,1193,1040,Clothing,9,1619.18,1095.79
2023-11-15 11:00:00,1194,1033,Electronics,12,1424.37,1151.38
2023-04-22 17:00:00,1195,1034,Furniture,9,525.36,827.0
2023-06-01 05:00:00,1196,1044,Furniture,19,1084.0,897.54
2023-06-26 01:00:00,1197,1015,Groceries,12,1134.2,933.12
2023-05-08 19:00:00,1198,1036,Sports,16,929.9,184.34
2023-09-05 13:00:00,1199,1035,Electronics,1,399.43,1011.83
2023-02-27 18:00:00,1200,1046,Furniture,10,485.57,733.35
2023-04-30 10:00:00,1201,1022,Sports,10,598.04,915.71
2023-07-19 12:00:00,1202,1023,Furniture,4,70.0,857.82
2023-08-17 18:00:00,1203,1040,Sports,11,1838.04,1151.61
2023-06-21 20:00:00,1204,1045,Sports,11,1387.89,498.3
2023-12-14 12:00:00,1205,1022,Furniture,11,1394.75,579.08
2023-06-10 10:00:00,1206,1005,Clothing,6,1166.04,605.66
2023-08-14 15:00:00,1207,1031,Sports,15,1394.16,1150.81
2023-11-16 23:00:00,1208,1013,Electronics,2,1964.63,663.74
2023-10-12 03:00:00,1209,1028,Furniture,3,801.06,290.3
2024-01-24 16:00:00,1210,1020,Clothing,5,1439.42,1475.07
2023-12-16 02:00:00,1211,1033,Furniture,11,751.08,755.27
2024-01-29 10:00:00,1212,1016,Groceries,12,1715.86,190.59
2023-02-25 13:00:00,1213,1029,Electronics,3,1723.16,1015.3
2023-06-22 22:00:00,1214,1023,Groceries,9,1809.42,1116.57
2023-10-09 22:00:00,1215,1024,Sports,3,60.65,765.33
2023-04-23 23:00:00,1216,1034,Sports,2,631.47,980.29
2023-07-22 05:00:00,1217,1007,Groceries,6,311.15,283.83
2023-09-16 20:00:00,1218,1038,Groceries,6,935.27,570.85
2023-11-08 15:00:00,1219,1037,Sports,17,1016.13,267.89
2023-08-14 08:00:00,1220,1004,Clothing,8,549.01,599.24
2024-02-20 17:00:00,1221,1034,Electronics,1,1460.72,857.32
2023-11-18 11:00:00,1222,1042,Furniture,8,576.05,680.53
2024-01-08 14:00:00,1223,1022,Groceries,15,1715.09,902.03
2023-03-15 10:00:00,1224,1005,Electronics,18,396.44,767.59
2023-10-23 21:00:00,1225,1050,Furniture,13,766.11,497.19
2023-11-16 18:00:00,1226,1042,Furniture,8,1263.36,240.82
2023-09-13 02:00:00,1227,1023,Groceries,18,1230.4,401.43
2023-01-21 01:00:00,1228,1015,Clothing,13,202.16,325.05
2023-01-07 09:00:00,1229,1031,Clothing,14,1700.2,1069.91
2023-11-14 09:00:00,1230,1009,Electronics,15,1216.23,1235.35
2023-03-05 12:00:00,1231,1043,Electronics,6,1746.23,1088.97
2023-03-30 08:00:00,1232,1025,Sports,1,1741.89,976.29
2023-04-08 15:00:00,1233,1025,Clothing,7,1114.54,482.54
2023-08-03 00:00:00,1234,1049,Electronics,1,1826.02,1075.15
2023-08-29 00:00:00,1235,1021,Sports,15,1704.4,919.47
2023-02-21 16:00:00,1236,1009,Furniture,6,1918.34,98.93
2023-01-03 12:00:00,1237,1048,Electronics,5,1708.47,1364.19
2024-01-16 10:00:00,1238,1038,Sports,12,1651.35,147.53
2023-03-10 07:00:00,1239,1022,Clothing,3,965.25,768.98
2023-09-15 17:00:00,1240,1043,Furniture,14,463.46,784.21
2023-11-29 02:00:00,1241,1023,Electronics,6,1825.88,1260.4
2023-02-22 04:00:00,1242,1049,Clothing,4,1458.97,1372.21
2023-06-25 03:00:00,1243,1004,Furniture,15,599.41,1411.32
2023-12-15 11:00:00,1244,1029,Groceries,17,714.94,867.42
2024-02-07 02:00:00,1245,1015,Clothing,5,1387.85,1028.19
2023-05-28 21:00:00,1246,1001,Groceries,6,981.74,160.12
2023-06-24 21:00:00,1247,1030,Electronics,10,208.89,747.24
2023-10-20 01:00:00,1248,1029,Sports,9,325.82,1349.85
2023-10-05 19:00:00,1249,1020,Electronics,4,1504.01,699.87
2023-04-07 18:00:00,1250,1033,Clothing,9,690.71,132.3
2024-02-14 12:00:00,1251,1041,Groceries,8,1039.92,324.94
2023-06-20 10:00:00,1252,1044,Groceries,3,1544.91,661.38
2023-10-18 00:00:00,1253,1036,Furniture,1,1514.79,379.17
2023-05-06 04:00:00,1254,1022,Electronics,5,375.68,606.67
2023-08-03 00:00:00,1255,1013,Electronics,3,241.87,519.45
2023-01-14 17:00:00,1256,1007,Clothing,4,1202.75,498.83
2023-06-01 16:00:00,1257,1008,Groceries,19,1496.18,164.01
2023-11-29 14:00:00,1258,1028,Clothing,15,340.63,1327.59
2023-06-21 03:00:00,1259,1045,Clothing,19,775.31,1048.28
2023-02-25 21:00:00,1260,1043,Groceries,16,1747.04,946.37
2023-12-17 07:00:00,1261,1009,Clothing,8,1891.24,921.51
2023-01-15 02:00:00,1262,1025,Groceries,14,935.44,612.86
2023-09-03 15:00:00,1263,1016,Clothing,5,205.06,1240.27
2023-04-23 20:00:00,1264,1010,Sports,1,552.51,1397.16
2023-03-14 22:00:00,1265,1011,Clothing,19,504.29,38.26
2023-08-22 12:00:00,1266,1031,Clothing,5,515.98,146.42
2023-04-11 21:00:00,1267,1012,Sports,3,1013.07,1022.21
2023-10-24 15:00:00,1268,1031,Electronics,17,1187.29,377.02
2024-01-06 21:00:00,1269,1014,Groceries,7,288.89,1370.21
2023-08-10 15:00:00,1270,1044,Furniture,17,1784.24,1011.1
2023-10-03 09:00:00,1271,1032,Sports,13,1258.95,571.39
2023-08-13 11:00:00,1272,1050,Electronics,14,1214.64,640.47
2023-06-16 09:00:00,1273,1017,Clothing,12,1975.19,1045.6
2023-12-28 16:00:00,1274,1035,Electronics,11,1274.88,237.22
2023-12-02 04:00:00,1275,1001,Sports,1,1861.47,1328.62
2023-12-10 06:00:00,1276,1029,Clothing,3,608.2,37.01
2023-07-23 01:00:00,1277,1004,Electronics,12,518.25,1469.05
2023-07-20 06:00:00,1278,1023,Furniture,9,1057.21,276.44
2023-12-25 00:00:00,1279,1028,Groceries,2,1041.79,1120.9
2023-09-04 09:00:00,1280,1016,Groceries,14,491.64,88.69
2023-10-24 20:00:00,1281,1012,Sports,5,1414.33,664.2
2023-05-12 13:00:00,1282,1021,Clothing,3,107.79,956.56
2023-01-17 06:00:00,1283,1045,Clothing,12,1396.73,133.23
2023-07-04 14:00:00,1284,1017,Groceries,12,941.5,681.64
2024-01-03 12:00:00,1285,1040,Electronics,7,1393.56,475.61
2023-11-17 06:00:00,1286,1013,Clothing,1,980.31,762.42
2023-06-26 08:00:00,1287,1032,Furniture,3,1955.8,771.73
2023-11-30 15:00:00,1288,1037,Furniture,11,702.64,1184.29
2023-03-05 09:00:00,1289,1050,Clothing,13,1966.02,211.55
2024-01-11 18:00:00,1290,1015,Clothing,10,176.7,151.6
2023-03-04 12:00:00,1291,1012,Groceries,19,1383.33,620.78
2023-10-08 17:00:00,1292,1049,Sports,4,935.73,1334.65
2023-05-18 06:00:00,1293,1015,Groceries,5,1653.17,1287.25
2023-07-31 21:00:00,1294,1034,Sports,11,1589.75,853.19
2023-04-11 19:00:00,1295,1006,Furniture,9,1610.41,1336.5
2024-01-16 06:00:00,1296,1017,Sports,13,234.74,1213.86
2023-05-07 18:00:00,1297,1048,Groceries,17,1653.61,438.57
2023-07-07 09:00:00,1298,1049,Clothing,15,467.38,280.06
2023-03-03 02:00:00,1299,1020,Sports,13,100.08,472.7
2023-05-29 09:00:00,1300,1009,Groceries,11,474.59,363.86
2023-01-26 14:00:00,1301,1005,Furniture,1,984.61,945.4
2023-08-13 16:00:00,1302,1023,Sports,8,1497.12,889.8
2023-11-17 13:00:00,1303,1033,Furniture,5,476.33,909.7
2024-01-26 14:00:00,1304,1038,Furniture,16,270.36,308.28
2023-05-15 07:00:00,1305,1014,Electronics,4,1309.64,1194.04
2023-10-25 10:00:00,1306,1017,Sports,19,1968.6,667.43
2023-04-22 03:00:00,1307,1019,Groceries,18,1221.7,724.5
2023-11-29 12:00:00,1308,1033,Sports,2,1397.56,1495.53
2023-01-06 10:00:00,1309,1001,Sports,13,1144.28,444.94
2023-05-05 07:00:00,1310,1013,Furniture,16,1575.58,609.38
2023-06-28 06:00:00,1311,1046,Furniture,8,1952.82,1024.4
2023-10-24 22:00:00,1312,1027,Furniture,19,1111.05,1324.21
2023-12-09 22:00:00,1313,1006,Furniture,3,862.74,216.37
2023-11-17 14:00:00,1314,1006,Groceries,19,1727.67,1110.52
2023-10-04 16:00:00,1315,1033,Clothing,17,1940.97,1379.87
2023-08-16 20:00:00,1316,1030,Electronics,9,301.9,651.7
2023-02-08 08:00:00,1317,1046,Furniture,17,1177.43,451.49
2023-11-12 04:00:00,1318,1035,Furniture,1,1595.3,1026.27
2023-12-28 20:00:00,1319,1023,Electronics,4,1090.01,391.73
2024-01-24 11:00:00,1320,1010,Furniture,15,847.93,594.91
2023-12-21 06:00:00,1321,1019,Clothing,12,1327.7,1348.46
2024-01-08 02:00:00,1322,1028,Sports,17,576.75,897.79
2023-05-16 01:00:00,1323,1023,Electronics,12,730.81,169.62
2023-01-23 17:00:00,1324,1004,Groceries,16,1984.94,514.66
2023-07-01 02:00:00,1325,1020,Electronics,13,1291.11,952.08
2024-02-21 12:00:00,1326,1019,Clothing,11,1752.21,737.8
2023-06-08 18:00:00,1327,1042,Groceries,15,1625.15,1000.7
2023-10-28 06:00:00,1328,1027,Sports,16,1321.93,1149.32
2024-01-11 05:00:00,1329,1034,Furniture,6,1689.42,736.5
2023-03-26 16:00:00,1330,1004,Electronics,11,609.96,1480.82
2023-12-18 12:00:00,1331,1038,Groceries,15,1292.38,1374.57
2023-01-12 07:00:00,1332,1007,Electronics,5,1201.68,118.06
2023-05-27 07:00:00,1333,1048,Sports,3,1263.72,421.65
2023-03-15 19:00:00,1334,1007,Electronics,2,378.83,471.8
2024-01-29 22:00:00,1335,1050,Groceries,1,590.62,300.91
2023-07-01 17:00:00,1336,1026,Clothing,15,608.98,488.66
2023-10-22 13:00:00,1337,1026,Groceries,2,1223.8,654.49
2023-02-08 08:00:00,1338,1019,Electronics,6,1946.47,105.78
2023-12-08 06:00:00,1339,1009,Sports,12,1910.43,217.13
2023-05-23 22:00:00,1340,1020,Furniture,16,493.02,171.48
2023-07-04 19:00:00,1341,1042,Furniture,14,644.45,98.09
2023-06-06 16:00:00,1342,1045,Sports,4,120.32,737.8
2023-03-27 10:00:00,1343,1050,Electronics,8,827.69,520.69
2023-02-18 13:00:00,1344,1016,Sports,12,1677.61,1405.11
2023-12-23 23:00:00,1345,1017,Electronics,14,1835.72,181.06
2023-03-26 17:00:00,1346,1022,Groceries,13,511.17,1391.27
2023-09-27 11:00:00,1347,1013,Clothing,5,568.3,157.22
2023-01-07 01:00:00,1348,1012,Electronics,12,480.66,940.25
2023-07-02 20:00:00,1349,1010,Furniture,10,732.7,394.16
2023-11-23 08:00:00,1350,1001,Furniture,19,1619.28,1245.4
2023-12-26 07:00:00,1351,1032,Clothing,13,1311.37,120.37
2024-01-06 16:00:00,1352,1030,Electronics,9,1582.58,1430.19
2023-12-07 13:00:00,1353,1008,Clothing,11,1186.91,99.47
2023-04-20 16:00:00,1354,1021,Groceries,5,552.58,384.44
2023-07-07 06:00:00,1355,1022,Clothing,13,494.59,712.35
2023-12-02 16:00:00,1356,1018,Groceries,10,67.55,1141.41
2023-11-09 23:00:00,1357,1002,Furniture,18,1572.92,1428.14
2024-01-17 11:00:00,1358,1048,Groceries,15,1701.89,659.22
2023-03-18 04:00:00,1359,1044,Electronics,12,1548.15,1143.25
2024-01-16 10:00:00,1360,1009,Electronics,4,195.08,1098.93
2023-07-20 05:00:00,1361,1003,Electronics,5,1536.33,869.62
2023-02-03 14:00:00,1362,1026,Electronics,8,139.25,1045.65
2024-02-07 07:00:00,1363,1021,Sports,5,255.91,85.96
2023-11-08 22:00:00,1364,1030,Groceries,1,908.93,679.12
2023-12-08 18:00:00,1365,1028,Electronics,18,978.49,1185.22
2023-03-19 20:00:00,1366,1036,Clothing,19,1641.43,727.11
2023-11-25 06:00:00,1367,1026,Clothing,19,1375.08,1314.05
2023-08-26 02:00:00,1368,1034,Sports,10,348.97,1255.45
2023-11-23 03:00:00,1369,1008,Groceries,9,490.99,1299.27
2023-08-15 05:00:00,1370,1010,Groceries,1,607.07,221.1
2024-01-14 04:00:00,1371,1048,Groceries,3,291.16,388.89
2023-05-29 12:00:00,1372,1043,Sports,13,610.91,73.51
2023-02-27 21:00:00,1373,1050,Groceries,6,1470.77,1474.72
2023-10-31 02:00:00,1374,1014,Groceries,6,520.73,377.12
2023-02-04 08:00:00,1375,1040,Electronics,18,1678.95,569.63
2023-04-05 09:00:00,1376,1015,Groceries,5,965.56,434.14
2023-02-09 00:00:00,1377,1017,Electronics,17,679.72,88.5
2023-09-24 18:00:00,1378,1018,Electronics,3,854.22,414.05
2023-06-10 05:00:00,1379,1032,Groceries,5,1433.52,174.35
2023-03-16 20:00:00,1380,1038,Clothing,3,1057.75,609.6
2023-12-10 13:00:00,1381,1023,Furniture,13,64.19,1451.23
2023-10-28 14:00:00,1382,1046,Clothing,15,1848.53,1056.45
2023-01-31 06:00:00,1383,1023,Groceries,17,178.69,1069.14
2023-04-25 00:00:00,1384,1035,Groceries,15,1880.31,696.17
2023-03-21 17:00:00,1385,1039,Clothing,5,104.9,1222.62
2024-02-12 20:00:00,1386,1015,Groceries,14,1553.41,1365.18
2023-11-16 01:00:00,1387,1024,Electronics,11,1092.62,1443.48
2023-04-13 18:00:00,1388,1028,Sports,14,1036.17,175.52
2024-01-12 17:00:00,1389,1016,Groceries,7,191.92,1323.08
2023-11-01 16:00:00,1390,1016,Groceries,3,515.55,360.87
2023-12-08 10:00:00,1391,1040,Clothing,10,1566.22,613.98
2023-11-26 10:00:00,1392,1039,Electronics,11,1787.96,537.85
2023-07-23 04:00:00,1393,1006,Clothing,6,1081.78,1022.44
2023-10-31 15:00:00,1394,1002,Clothing,5,739.02,908.95
2023-02-07 04:00:00,1395,1013,Groceries,13,166.89,190.38
2023-07-14 19:00:00,1396,1044,Electronics,12,1380.25,1180.75
2023-03-22 13:00:00,1397,1047,Groceries,19,592.97,676.28
2023-02-27 12:00:00,1398,1009,Groceries,19,157.28,33.27
2023-02-23 18:00:00,1399,1034,Groceries,5,1348.41,639.32
2023-03-10 08:00:00,1400,1017,Groceries,9,997.15,789.01
2023-11-09 02:00:00,1401,1027,Sports,4,73.33,131.25
2024-01-18 11:00:00,1402,1029,Furniture,15,266.3,252.17
2023-02-20 18:00:00,1403,1037,Electronics,3,1413.44,1490.55
2023-07-29 00:00:00,1404,1043,Sports,7,174.16,1310.66
2023-10-14 17:00:00,1405,1022,Furniture,14,1738.63,225.99
2024-02-02 19:00:00,1406,1024,Furniture,14,657.09,883.05
2024-02-11 08:00:00,1407,1007,Furniture,9,222.9,587.49
2024-02-05 10:00:00,1408,1034,Sports,3,1531.53,829.3
2023-02-09 18:00:00,1409,1048,Electronics,9,1072.63,721.69
2024-01-18 07:00:00,1410,1012,Clothing,4,647.95,100.78
2023-10-31 19:00:00,1411,1023,Furniture,17,841.89,493.67
2023-02-10 14:00:00,1412,1015,Clothing,6,91.75,214.52
2023-06-22 05:00:00,1413,1033,Clothing,16,1342.26,748.78
2023-08-12 18:00:00,1414,1013,Groceries,18,763.26,1363.76
2023-06-15 12:00:00,1415,1023,Clothing,13,1442.37,1493.43
2023-08-09 15:00:00,1416,1038,Groceries,7,1274.93,1418.05
2024-01-15 09:00:00,1417,1032,Electronics,3,1319.95,1478.97
2023-12-09 20:00:00,1418,1045,Electronics,6,1596.14,52.41
2024-02-17 15:00:00,1419,1050,Groceries,3,1280.76,1102.29
2023-05-06 20:00:00,1420,1035,Electronics,12,866.52,431.23
2024-01-10 11:00:00,1421,1001,Furniture,5,810.36,1302.46
2023-06-18 04:00:00,1422,1047,Electronics,17,283.19,1226.19
2023-07-31 04:00:00,1423,1045,Groceries,10,1569.91,652.8
2023-08-07 01:00:00,1424,1005,Furniture,7,1534.16,725.69
2024-02-01 12:00:00,1425,1013,Clothing,4,530.28,419.68
2023-01-14 05:00:00,1426,1005,Clothing,10,1732.23,454.54
2023-04-10 20:00:00,1427,1032,Clothing,7,1198.56,1472.33
2023-04-01 02:00:00,1428,1021,Groceries,11,983.44,1336.61
2023-04-25 09:00:00,1429,1024,Clothing,8,84.12,312.05
2023-03-08 07:00:00,1430,1018,Electronics,8,796.35,435.02
2023-09-15 15:00:00,1431,1021,Clothing,5,1299.31,189.71
2023-06-13 18:00:00,1432,1010,Sports,5,225.01,1483.64
2023-02-24 16:00:00,1433,1024,Sports,7,946.16,1363.6
2024-01-30 21:00:00,1434,1040,Clothing,4,1987.2,841.58
2023-06-29 15:00:00,1435,1047,Clothing,2,1447.25,1048.55
2023-11-01 18:00:00,1436,1021,Sports,19,1116.4,1129.48
2023-04-10 07:00:00,1437,1025,Clothing,2,1089.41,329.6
2023-05-15 23:00:00,1438,1023,Furniture,16,135.34,1403.96
2023-03-31 03:00:00,1439,1022,Sports,12,1916.76,804.31
2023-03-13 00:00:00,1440,1004,Groceries,15,1859.95,165.9
2023-10-16 12:00:00,1441,1034,Sports,10,1380.69,613.71
2023-01-16 02:00:00,1442,1006,Electronics,6,243.07,914.42
2023-04-19 12:00:00,1443,1028,Furniture,13,455.28,548.65
2024-02-17 20:00:00,1444,1031,Groceries,6,408.62,1057.83
2023-06-28 14:00:00,1445,1035,Clothing,2,1063.18,1326.61
2023-06-05 18:00:00,1446,1039,Electronics,14,455.22,1164.68
2023-04-13 21:00:00,1447,1042,Electronics,18,1406.81,974.71
2023-07-19 19:00:00,1448,1023,Furniture,6,1113.2,782.87
2023-09-14 06:00:00,1449,1006,Groceries,19,84.43,404.06
2023-01-24 04:00:00,1450,1016,Electronics,14,1500.91,698.77
2024-01-11 17:00:00,1451,1002,Groceries,13,418.22,460.64
2023-04-28 00:00:00,1452,1024,Groceries,8,1658.53,1403.01
2023-08-03 14:00:00,1453,1017,Electronics,5,742.34,1363.75
2023-11-12 01:00:00,1454,1045,Groceries,13,710.31,259.06
2023-04-24 07:00:00,1455,1001,Furniture,6,73.04,1239.25
2023-09-29 02:00:00,1456,1006,Electronics,19,1976.07,1063.28
2023-06-05 21:00:00,1457,1005,Furniture,11,1243.41,1463.56
2024-02-11 22:00:00,1458,1045,Furniture,16,874.32,711.06
2023-06-16 14:00:00,1459,1050,Groceries,5,238.41,1091.6
2023-04-11 03:00:00,1460,1029,Groceries,12,1413.34,791.29
2024-01-01 20:00:00,1461,1012,Electronics,17,601.32,132.02
2024-02-10 19:00:00,1462,1039,Clothing,2,1977.15,98.74
2023-01-13 06:00:00,1463,1047,Electronics,10,1903.57,209.5
2023-08-11 15:00:00,1464,1003,Furniture,15,1483.83,465.4
2024-02-16 18:00:00,1465,1048,Groceries,19,1943.59,410.9
2023-02-17 08:00:00,1466,1001,Furniture,17,255.99,1100.64
2023-03-28 00:00:00,1467,1027,Sports,19,595.83,1082.41
2023-10-20 01:00:00,1468,1048,Sports,19,543.82,1457.95
2023-07-09 07:00:00,1469,1024,Furniture,13,190.42,486.27
2023-02-11 23:00:00,1470,1044,Clothing,13,1945.84,1409.52
2023-08-15 21:00:00,1471,1019,Clothing,16,166.95,930.89
2023-08-12 00:00:00,1472,1008,Electronics,3,1720.54,758.1
2024-01-29 07:00:00,1473,1044,Electronics,4,1547.91,1011.73
2023-03-01 19:00:00,1474,1047,Electronics,7,782.94,1063.05
2023-01-24 19:00:00,1475,1002,Groceries,3,86.67,282.74
2023-04-10 06:00:00,1476,1030,Clothing,9,61.89,1135.02
2024-01-29 05:00:00,1477,1030,Furniture,8,447.79,1096.0
2023-07-31 20:00:00,1478,1049,Sports,18,1013.06,1496.37
2023-01-12 13:00:00,1479,1039,Clothing,14,942.92,1370.56
2023-10-22 03:00:00,1480,1045,Clothing,5,1191.32,1036.45
2023-03-20 15:00:00,1481,1032,Clothing,3,1555.32,1077.17
2023-02-22 17:00:00,1482,1001,Electronics,10,785.84,1420.6
2023-11-09 03:00:00,1483,1038,Groceries,11,362.71,1451.75
2023-02-13 08:00:00,1484,1013,Furniture,17,1610.1,1245.64
2024-01-15 13:00:00,1485,1011,Electronics,8,698.75,1158.07
2023-12-03 09:00:00,1486,1010,Groceries,9,609.42,193.71
2024-01-14 05:00:00,1487,1048,Clothing,8,1540.41,1250.57
2023-04-25 16:00:00,1488,1026,Groceries,2,1871.57,402.2
2023-12-09 05:00:00,1489,1020,Electronics,4,1834.17,858.76
2023-07-10 09:00:00,1490,1017,Clothing,16,318.01,625.9
2023-09-22 17:00:00,1491,1017,Electronics,9,1031.16,538.04
2023-04-09 01:00:00,1492,1004,Furniture,9,231.1,486.07
2023-11-06 21:00:00,1493,1005,Clothing,5,1923.9,1287.48
2023-07-19 23:00:00,1494,1023,Groceries,3,469.69,1160.63
2023-01-29 14:00:00,1495,1046,Electronics,14,434.99,799.47
2023-12-20 04:00:00,1496,1010,Sports,15,1783.33,1006.79
2023-07-20 11:00:00,1497,1046,Groceries,6,1937.31,1477.26
2024-01-09 02:00:00,1498,1028,Groceries,16,1410.38,614.38
2023-08-11 18:00:00,1499,1033,Clothing,10,285.96,840.12
2023-07-30 03:00:00,1500,1043,Groceries,14,997.42,814.28
2023-04-12 04:00:00,1501,1026,Electronics,12,1642.38,1405.88
2023-08-02 14:00:00,1502,1050,Sports,9,1166.33,546.8
2023-12-09 12:00:00,1503,1048,Furniture,19,308.56,1479.79
2024-01-15 02:00:00,1504,1029,Sports,12,385.18,477.91
2023-11-22 13:00:00,1505,1027,Electronics,13,1735.08,190.09
2024-02-06 21:00:00,1506,1018,Clothing,13,1077.71,311.32
2023-05-20 20:00:00,1507,1040,Electronics,17,1426.38,656.55
2023-12-29 19:00:00,1508,1010,Groceries,2,777.47,985.14
2023-10-30 18:00:00,1509,1042,Clothing,9,1088.35,789.73
2023-09-30 12:00:00,1510,1005,Furniture,8,1955.35,583.13
2023-01-02 14:00:00,1511,1010,Furniture,7,692.92,856.19
2023-05-20 06:00:00,1512,1050,Electronics,5,1365.84,1263.05
2024-01-14 06:00:00,1513,1021,Groceries,19,386.39,1263.23
2023-04-29 12:00:00,1514,1024,Furniture,3,287.39,1097.55
2023-02-15 18:00:00,1515,1038,Sports,13,1578.1,1430.1
2023-10-20 19:00:00,1516,1003,Clothing,6,1696.01,897.6
2023-03-17 23:00:00,1517,1040,Sports,11,1353.21,41.26
2023-05-12 11:00:00,1518,1031,Furniture,4,358.48,457.67
2023-05-09 21:00:00,1519,1041,Furniture,3,519.15,512.49
2023-08-24 18:00:00,1520,1037,Electronics,4,1826.79,834.57
2023-06-07 10:00:00,1521,1002,Electronics,3,612.97,1360.19
2023-05-01 16:00:00,1522,1002,Clothing,13,1646.78,1262.03
2023-02-11 04:00:00,1523,1039,Electronics,15,607.58,371.29
2023-06-21 12:00:00,1524,1049,Groceries,12,1881.95,793.5
2023-09-26 14:00:00,1525,1042,Clothing,15,1833.18,998.95
2023-06-24 03:00:00,1526,1044,Groceries,11,134.36,1481.64
2023-03-12 02:00:00,1527,1034,Electronics,11,1552.31,76.02
2023-08-23 10:00:00,1528,1042,Clothing,13,380.45,711.9
2023-11-06 08:00:00,1529,1020,Furniture,12,469.78,1482.52
2023-02-08 21:00:00,1530,1033,Sports,6,946.7,1466.49
2023-05-30 22:00:00,1531,1004,Furniture,19,1173.82,516.17
